f    Sigma
751221221.2212212    0.5026081050830841
752112112.112112    0.4974888779091092
753003003.003003    0.49241022003836327
753893893.8938938    0.487379638129901
754784784.7847848    0.48240454684967493
755675675.6756756    0.4774922580536166
756566566.5665666    0.4726499701363183
757457457.4574574    0.4678847575603777
758348348.3483483    0.4632035605812781
759239239.2392392    0.45861317518257105
760130130.13013    0.45412024323586614
761021021.021021    0.4497312428999823
761911911.9119118    0.4454524792733299
762802802.8028028    0.44129007531337955
763693693.6936936    0.4372499630367061
764584584.5845846    0.4333378750129073
765475475.4754754    0.42955933616523406
766366366.3663664    0.4259196558904792
767257257.2572572    0.4224239205102559
768148148.1481481    0.4190769860653797
769039039.039039    0.41588347146463017
769929929.9299299    0.4128477519986656
770820820.8208208    0.4099739532294115
771711711.7117116    0.4072659452646768
772602602.6026026    0.40472733742720945
773493493.4934934    0.4023614733268295
774384384.3843844    0.40017142634367847
775275275.2752752    0.398159995529969
776166166.1661662    0.39632970193700445
777057057.057057    0.3946827853735482
777947947.9479479    0.39322120160091123
778838838.8388388    0.3919466199694477
779729729.7297297    0.3908604215003993
780620620.6206206    0.38996369741628256
781511511.5115114    0.38925724812225126
782402402.4024024    0.3887415826401181
783293293.2932932    0.38841691849588994
784184184.1841842    0.3882831820609299
785075075.075075    0.3883400093460271
785965965.965966    0.3885867472468633
786856856.8568568    0.3890224552385756
787747747.7477477    0.3896459075162883
788638638.6386386    0.3904555955776931
789529529.5295295    0.39144973124298765
790420420.4204204    0.3926262501066454
791311311.3113112    0.3939828154147592
792202202.2022022    0.3955168223608909
793093093.093093    0.39722540279265833
793983983.983984    0.3991054303204964
794874874.8748748    0.40115352581935015
795765765.7657658    0.40336606331335745
796656656.6566566    0.40573917623287475
797547547.5475475    0.40826876403259743
798438438.4384384    0.4109504991588424
799329329.3293293    0.41377983435351756
800220220.2202202    0.41675201028169934
801111111.111111    0.4198620634692126
802002002.002002    0.4231048345361313
802892892.8928928    0.4264749767115624
803783783.7837838    0.4299669646147731
804674674.6746746    0.43357510328717064
805565565.5655656    0.43729353745938226
806456456.4564564    0.441116261037331
807347347.3473473    0.44503712679085555
808238238.2382382    0.4490498562282581
809129129.129129    0.45314804963985017
810020020.02002    0.45732519629348206
810910910.9109108    0.46157468476477104
811801801.8018018    0.4658898133848121
812692692.6926926    0.4702638007878688
813583583.5835836    0.4746897965417304
814474474.4744744    0.47916089184321603
815365365.3653654    0.4836701302615183
816256256.2562562    0.488210518512
817147147.147147    0.492775037243262
818038038.038038    0.4973566518203768
818928928.9289289    0.5019483230874143
819819819.8198198    0.5065430180923941
820710710.7107106    0.5111337207582975
821601601.6016016    0.5157134424838256
822492492.4924924    0.5202752326578406
823383383.3833834    0.5248121890718631
824274274.2742742    0.5293174682152227
825165165.1651652    0.5337842954377948
826056056.056056    0.5382059749656548
826946946.9469469    0.5425758997553136
827837837.8378378    0.5468875611726408
828728728.7287287    0.5511345584829487
829619619.6196196    0.5553106081390888
830510510.5105104    0.5594095528550074
831401401.4014014    0.5634253704524494
832292292.2922922    0.5673521824690687
833183183.1831832    0.5711842625166479
834074074.074074    0.5749160443786164
834964964.9649649    0.5785421298364365
835855855.8558558    0.5820572962150916
836746746.7467467    0.5854565036381199
837637637.6376376    0.5887349019835054
838528528.5285285    0.5918878375318017
839419419.4194194    0.5949108592986879
840310310.3103102    0.5977997250444913
841201201.2012012    0.6005504069537559
842092092.092092    0.6031590969783845
842982982.982983    0.6056222118384667
843873873.8738738    0.6079363976752563
844764764.7647647    0.610098534351387
845655655.6556556    0.6121057393938399
846546546.5465465    0.6139553715756898
847437437.4374374    0.6156450341330354
848328328.3283283    0.6171725776142593
849219219.2192192    0.6185361023588691
850110110.11011    0.6197339606040355
851001001.001001    0.6207647582171445
851891891.8918918    0.6216273560532545
852782782.7827828    0.6223208709368292
853673673.6736736    0.6228446762675753
854564564.5645645    0.6231984022506616
855455455.4554554    0.6233819357520576
856346346.3463463    0.6233954197802561
857237237.2372372    0.6232392525959776
858128128.128128    0.6229140864520785
859019019.019019    0.6224208259661685
859909909.9099098    0.6217606261290262
860800800.8008008    0.6209348899522938
861691691.6916916    0.6199452657593968
862582582.5825826    0.6187936441240472
863473473.4734734    0.6174821544612324
864364364.3643643    0.6160131612758785
865255255.2552552    0.6143892600749903
866146146.146146    0.6126132729493465
867037037.037037    0.61068824383142
867927927.9279279    0.6086174334364467
868818818.8188188    0.6064043138941508
869709709.7097096    0.604052563079031
870600600.6006006    0.6015660586473572
871491491.4914914    0.598948871789712
872382382.3823824    0.5962052607081157
873273273.2732732    0.5933396638272336
874164164.1641641    0.5903566927495448
875055055.055055    0.5872611249648364
875945945.9459459    0.5840578963245155
876836836.8368368    0.5807520932919197
877727727.7277277    0.5773489449798525
878618618.6186186    0.5738538149871598
879509509.5095094    0.5702721930463309
880400400.4004004    0.5666096864944604
881291291.2912912    0.5628720115803079
882182182.1821822    0.5590649846203071
883073073.073073    0.5551945130168092
883963963.9639639    0.5512665861519658
884854854.8548548    0.5472872661710101
885745745.7457457    0.5432626786688235
886636636.6366366    0.5391990032938888
887527527.5275275    0.5351024642839164
888418418.4184184    0.53097932094764
889309309.3093092    0.5268358581072399
890200200.2002002    0.522678376516168
891091091.091091    0.518513183267074
891981981.981982    0.5143465822046589
892872872.8728728    0.510184864358283
893763763.7637637    0.5060342984092187
894654654.6546546    0.5019011212073032
895545545.5455455    0.49779152835184365
896436436.4364364    0.49371166485141693
897327327.3273273    0.48966761587720414
898218218.2182182    0.485665397624268
899109109.109109    0.481710948295192
900000000.0    0.47781011922005573
